season,date,team1id,team1home,team1pts,team1fgm,team1fga,team13ptm,team13pta,team1ftm,team1fta,team1oreb,team1dreb,team1ast,team1stl,team1blk,team1to,team1pf,team2id,team2home,team2pts,team2fgm,team2fga,team23ptm,team23pta,team2ftm,team2fta,team2oreb,team2dreb,team2ast,team2stl,team2blk,team2to,team2pf,team1_games_played,team1_wins,team1_losses,team1_win_pct,team1_days_since_last_game,team1_opp_win_pct_mean,team1_opp_win_pct_weighted,team1_pts_for_pg,team1_pts_against_pg,team1_fgm_pg,team1_fga_pg,team1_tpm_pg,team1_tpa_pg,team1_ftm_pg,team1_fta_pg,team1_oreb_pg,team1_dreb_pg,team1_ast_pg,team1_stl_pg,team1_blk_pg,team1_to_pg,team1_pf_pg,team1_poss_pg,team1_opp_poss_pg,team1_off_eff,team1_def_eff,team1_efg_pct,team1_tov_rate,team1_oreb_rate,team1_ft_rate,team1_weighted_pts_for_pg,team1_weighted_pts_against_pg,team1_weighted_poss_pg,team1_weighted_opp_poss_pg,team1_weighted_off_eff,team1_weighted_def_eff,team1_weighted_efg_pct,team1_weighted_tov_rate,team1_weighted_oreb_rate,team1_weighted_ft_rate,team1_weighted_win_pct,team2_games_played,team2_wins,team2_losses,team2_win_pct,team2_days_since_last_game,team2_opp_win_pct_mean,team2_opp_win_pct_weighted,team2_pts_for_pg,team2_pts_against_pg,team2_fgm_pg,team2_fga_pg,team2_tpm_pg,team2_tpa_pg,team2_ftm_pg,team2_fta_pg,team2_oreb_pg,team2_dreb_pg,team2_ast_pg,team2_stl_pg,team2_blk_pg,team2_to_pg,team2_pf_pg,team2_poss_pg,team2_opp_poss_pg,team2_off_eff,team2_def_eff,team2_efg_pct,team2_tov_rate,team2_oreb_rate,team2_ft_rate,team2_weighted_pts_for_pg,team2_weighted_pts_against_pg,team2_weighted_poss_pg,team2_weighted_opp_poss_pg,team2_weighted_off_eff,team2_weighted_def_eff,team2_weighted_efg_pct,team2_weighted_tov_rate,team2_weighted_oreb_rate,team2_weighted_ft_rate,team2_weighted_win_pct,diff_games_played,sum_games_played,diff_wins,sum_wins,diff_losses,sum_losses,diff_win_pct,sum_win_pct,diff_days_since_last_game,sum_days_since_last_game,diff_opp_win_pct_mean,sum_opp_win_pct_mean,diff_opp_win_pct_weighted,sum_opp_win_pct_weighted,diff_pts_for_pg,sum_pts_for_pg,diff_pts_against_pg,sum_pts_against_pg,diff_fgm_pg,sum_fgm_pg,diff_fga_pg,sum_fga_pg,diff_tpm_pg,sum_tpm_pg,diff_tpa_pg,sum_tpa_pg,diff_ftm_pg,sum_ftm_pg,diff_fta_pg,sum_fta_pg,diff_oreb_pg,sum_oreb_pg,diff_dreb_pg,sum_dreb_pg,diff_ast_pg,sum_ast_pg,diff_stl_pg,sum_stl_pg,diff_blk_pg,sum_blk_pg,diff_to_pg,sum_to_pg,diff_pf_pg,sum_pf_pg,diff_poss_pg,sum_poss_pg,diff_opp_poss_pg,sum_opp_poss_pg,diff_off_eff,sum_off_eff,diff_def_eff,sum_def_eff,diff_efg_pct,sum_efg_pct,diff_tov_rate,sum_tov_rate,diff_oreb_rate,sum_oreb_rate,diff_ft_rate,sum_ft_rate,diff_weighted_pts_for_pg,sum_weighted_pts_for_pg,diff_weighted_pts_against_pg,sum_weighted_pts_against_pg,diff_weighted_poss_pg,sum_weighted_poss_pg,diff_weighted_opp_poss_pg,sum_weighted_opp_poss_pg,diff_weighted_off_eff,sum_weighted_off_eff,diff_weighted_def_eff,sum_weighted_def_eff,diff_weighted_efg_pct,sum_weighted_efg_pct,diff_weighted_tov_rate,sum_weighted_tov_rate,diff_weighted_oreb_rate,sum_weighted_oreb_rate,diff_weighted_ft_rate,sum_weighted_ft_rate,diff_weighted_win_pct,sum_weighted_win_pct,home_indicator,pred_team1pts,pred_team2pts,team1_diff,team2_diff,spread_diff,score
2006,2006-01-27,2523,True,73.0,28,70,11,27,6,10,20,23,15,8,2,14,12,2405,False,65.0,26,54,9,23,4,7,6,25,14,6,4,16,14,0.36231497,0.42687154,0.14411801,0.21522284,-0.6247603,-0.10497868,-0.1176504,0.4174294,0.38749066,0.2509443,0.3891369,0.8553478,0.66228837,0.4882753,0.28483802,0.71710294,-0.13733256,0.47358754,0.61749995,-0.23519833,0.17877692,0.086413614,0.26754194,0.23731363,0.37207296,0.36554372,0.19424352,0.12704766,0.5025924,0.111671865,0.4457792,0.3737118,0.27111015,0.23355564,0.3977438,0.3545568,0.23221783,0.10284968,0.47641385,0.08843598,0.28554952,0.27393088,0.13680638,0.3302666,0.07741453,0.18712448,0.07259469,0.040542275,-0.047546174,0.12032684,-0.024032967,-0.07180964,0.17716777,0.2256485,-0.2200646,-0.051023662,-0.56242156,0.11745176,0.57203,0.41954273,-0.07967901,0.6808542,-0.13918807,0.20806685,0.22320537,0.009334669,0.17327501,0.34944665,0.76592445,-0.3904529,0.21485609,-0.029391957,0.11895282,0.2262539,0.24328263,0.011450707,0.15243055,0.32941508,0.74444544,-0.36952582,0.3087775,0.19856447,0.2819412,0.32069206,0.41181353,0.29799944,-0.23403141,0.2591624,0.11018835,0.18073212,-0.6241776,-0.1873229,-0.18454377,-0.0153546585,-0.16576047,-0.04087989,0.43002185,0.18493855,0.19898279,0.27598137,0.25101486,0.11523452,0.42690378,0.1508261,0.53998566,0.6060808,0.3337367,0.512087,0.61663306,0.1346189,0.28866026,0.1265392,1.1193851,0.040019996,-0.25243706,0.002654412,-0.15846533,0.6244086,0.12142742,0.63794494,-0.12656625,-0.19852339,-0.5360393,0.54016054,0.21434648,-0.044722565,0.0013691297,0.2663507,-0.043035153,0.26078147,0.33608103,0.1926913,0.12744825,0.29506728,-0.22186542,0.31793582,-0.6813688,0.5609597,0.8369299,0.024714014,-0.11019595,0.20048644,0.43476167,0.21104734,0.18878503,0.26805314,-0.016133694,0.2798249,-0.06923033,0.27179775,0.3570609,0.20688157,0.14144804,0.27606165,-0.16392112,0.32460856,-0.67856574,0.53464216,0.7913499,0.023961503,-0.21836084,0.24756642,0.06393579,0.3024516,0.32117662,73.20811,65.180534,0.208107,0.18053436,0.027572632,0.15985559
2007,2007-02-17,248,True,70.0,21,64,8,31,20,24,19,22,10,8,3,12,23,5,False,64.0,20,50,4,22,20,28,13,26,9,7,1,17,19,0.92014086,0.76689374,0.73098284,0.054381963,-0.6247603,0.96716887,0.90935016,0.30399704,0.34453806,0.15644275,0.7108273,1.8650157,2.159044,-0.21664393,-0.30814403,0.4315292,-0.1382678,-0.3362779,0.9521105,-0.3010839,-0.4001265,0.4246992,0.35368314,0.34455538,0.1738824,0.21861151,-0.013419896,-0.5163511,-0.13376522,-0.6180935,0.22772118,0.24544856,0.26771322,0.26420888,0.17591467,0.19321267,-0.017156389,-0.52092934,-0.13702835,-0.58631665,0.09873231,1.0335987,0.6335885,1.1082819,-0.0010225017,-0.46981972,0.8390432,0.8274958,-0.0026196083,0.021576025,-0.05179255,0.11550445,0.3058145,0.38536245,-0.011671728,0.39765963,0.48585546,0.18249193,-0.25348917,0.16034348,0.07222005,0.26668248,-0.15701991,0.1274344,0.14086293,0.13260813,0.14862765,0.14661095,0.40868306,0.39753708,0.5091862,-0.024778295,-0.0033798572,0.105068155,0.119511575,0.13057013,0.14265938,0.13382389,0.38609013,0.397673,0.6173042,-0.005669359,-0.4975343,0.98744464,0.16736884,0.74450743,-0.47749013,1.0042751,0.045405928,0.032566346,0.017478915,-0.6520536,0.07648114,1.0256231,0.029894615,0.9818093,0.2777477,0.15485243,0.2688507,0.18999533,0.1965386,0.04861306,0.5029463,0.4326734,1.2513746,1.2697146,1.4270437,1.4440786,-0.16996752,-0.12969148,-0.6417524,0.081978954,-0.10391002,0.557061,-0.3244534,0.043103043,-0.038038436,-0.34641597,0.61656505,0.66584057,-0.30508918,-0.14380492,-0.59577626,-0.03967831,0.51428854,0.12257781,0.17019886,0.25789168,0.1468699,0.26174128,0.0078029227,0.17043181,0.025880493,0.20529959,-0.18034354,0.08547666,-0.8577921,-0.009981618,-0.52243376,0.17908967,-0.99926496,-0.02321308,0.23288108,0.101654105,0.21171138,0.12319345,0.118933804,0.20076859,0.09942598,0.20811057,0.011947459,0.17020601,0.010319833,0.18859729,-0.16896276,0.07558213,-0.8370056,-0.027002208,-0.5244083,0.17744735,-1.0739781,0.06388551,0.08490071,0.05703074,0.32117662,69.97173,64.18723,-0.028266907,0.18723297,-0.21549988,0.16562548
2008,2008-03-09,219,True,69.0,22,56,6,14,19,25,11,17,10,9,2,14,19,171,False,67.0,24,47,5,13,14,19,9,23,14,7,1,20,24,1.7010971,0.59688264,2.295956,-0.5702629,-0.9274899,0.14046189,0.19465454,-0.055610314,0.6261412,-0.046504367,0.060886666,-0.6569464,-0.516531,0.25443652,0.356452,0.18212943,-0.14868322,0.23308256,-0.25949392,0.49018368,0.73178273,0.59422404,0.25919327,0.27934843,-0.10890199,0.56794137,-0.030954804,0.69386655,0.19493069,0.4345232,-0.039959386,0.56891656,0.20390211,0.22522277,-0.04323011,0.5641951,-0.011359687,0.5312346,0.24669063,0.2527092,-0.48907962,1.5762186,1.1303706,1.4972894,0.07741453,-0.6888011,-0.08352363,-0.09240212,-0.10801524,-0.041454736,-0.18521194,-0.057978988,0.36462438,0.5128937,-0.08613881,-0.22493652,-0.23565708,0.083979994,0.25021747,-0.7232759,-0.9713243,0.09993,0.5443664,-0.013325643,-0.058122866,0.15763105,0.283142,0.204094,0.36381635,-0.0012410982,0.016772702,-0.091042414,-0.06379683,-0.006946907,-0.051059254,0.16998191,0.2503573,0.25338206,0.3832913,-0.050378203,0.08308468,0.1787519,0.2819412,1.6541972,-0.8104097,0.92311066,0.98326224,2.068722,-0.5330444,-0.29905075,0.017478915,-0.961874,0.23226622,0.028524274,0.30202946,0.052856475,0.06925731,-0.09669365,0.5754077,0.29297033,0.15985188,-0.14102864,0.11926003,-0.006182066,-0.8749619,-0.14328307,-0.9271866,0.043769605,0.29427183,0.088412166,0.51621073,0.055402223,0.3718468,-0.049847215,-0.22605073,-0.024301995,-0.04711312,0.28742704,0.43163496,-0.6253509,1.1977966,-0.30654067,0.50030863,0.4563279,-0.06205017,0.6678518,0.2464535,0.12088613,0.3159936,0.10226259,-0.28500685,0.044111997,0.18243648,0.46736676,-0.26233593,0.11279492,0.21235093,0.60190135,0.17130409,0.10456084,0.3474376,0.25603545,0.064532965,-0.07798773,0.55094707,0.24925125,0.18969257,0.0973949,0.25934097,0.07980744,-0.2379596,0.08489226,0.21634457,0.44428274,-0.30051854,0.1537722,0.054628816,0.5286917,0.26618543,0.10158527,0.13245618,0.19591564,-0.5478564,-0.1861254,0.32117662,69.234116,67.08837,0.2341156,0.08837128,0.14574432,0.1671935
2022,2022-02-20,108,True,77.0,29,61,9,23,10,17,10,26,10,4,3,13,18,172,False,72.0,28,59,8,31,8,18,10,26,14,8,3,13,16,0.8085757,0.76689374,0.53536123,0.15203536,-0.9274899,-0.22659123,-0.22063987,0.24225192,0.13730223,0.30282512,0.45640174,1.0436783,1.3368884,-0.44490355,-0.5010476,-0.4089372,0.35152045,-0.36427528,0.75164336,-0.48297304,-0.26971805,-0.47246364,0.32264623,0.30508968,0.13974342,0.04548357,0.20861849,-0.36528552,-0.5916808,-0.65243345,0.15407312,0.11317984,0.28980967,0.27152634,0.07946004,0.051127274,0.1596479,-0.36608234,-0.6210045,-0.7213328,0.02084255,0.9250747,0.9647766,0.5247704,0.4054239,-0.6888011,-0.25546837,-0.13347013,0.7231912,0.5373108,0.7162094,0.47827044,1.4098371,1.4524664,0.18205588,0.06986389,-0.11419328,0.7843107,1.2183148,0.5260822,-0.14748277,0.36234182,0.3040866,0.5231441,0.53805953,0.4842509,0.2961771,0.6477335,0.15861896,-0.09597163,-0.10243439,0.6530381,0.5502203,0.51181954,0.5236048,0.4272054,0.3216024,0.61525476,0.2473097,-0.21323736,-0.00513909,0.24139725,-0.4975343,0.8763192,-0.32152045,0.92311066,0.009427323,0.5784964,-0.2214442,0.35090324,0.017478915,-0.961874,0.04550197,-0.27482003,-0.0810791,-0.19893743,-0.58129823,0.58042955,-0.46188232,0.4186081,-0.50792974,0.609264,-0.13064106,0.5352715,-0.43830147,1.5076851,-0.29148358,1.6750448,-0.54435825,-0.13447602,-0.488635,-0.23530164,-0.22810617,-0.3040337,-0.5410936,0.67603457,-1.5132809,0.57270914,0.13421686,0.7865883,-0.2731506,-0.39744353,-0.5846857,0.092481576,-0.7045099,-0.05229904,-0.30886188,0.4949475,-0.34226647,0.49546564,-0.433291,0.37368777,-0.2913329,0.2126826,-0.5504667,0.51288134,-0.47242713,-0.09117622,-0.41816744,-0.38044575,-0.4484828,-0.43385276,-0.58250725,0.49112985,-0.49622014,0.41465688,-0.3248764,0.4714573,-0.3553399,0.46963108,-0.42288306,0.30780095,-0.31526062,0.23166549,-0.5578007,0.46791056,-0.56351256,-0.034464687,-0.32371014,-0.47085407,-0.59766763,-0.4107336,-0.18703377,0.1672254,0.32117662,76.966034,71.779816,-0.033966064,-0.22018433,0.18621826,0.16764255
2006,2006-03-05,202,True,63.0,23,46,6,14,11,16,6,28,14,8,5,20,23,2655,False,59.0,19,53,4,15,17,33,16,21,8,10,1,16,19,1.2548364,0.25686044,1.9047126,-0.6428631,-0.3220307,0.7239521,0.704833,-0.44983286,0.023719896,-0.5454874,-0.3607199,-0.5781839,-0.488787,0.07096307,0.020296609,-0.27785936,0.3831636,-0.2980615,-0.16913706,-0.07018043,1.4060814,0.7597759,0.11261232,0.11188117,-0.39563248,0.10827717,-0.099784605,1.5381347,-0.08105558,0.45679033,-0.47917232,-0.014926953,0.0769983,0.08032179,-0.3968026,0.097424306,-0.14115825,1.3960257,-0.13432167,0.40298682,-0.6122195,1.1421226,0.46799445,1.4972894,-0.22326086,-0.2508383,0.28463474,0.24385747,-0.118093416,0.052842434,-0.10857901,-0.20896293,-0.9634997,-0.9279352,0.32129762,0.3610157,-0.003291407,0.30969948,0.34773648,-0.0050713844,1.1633904,1.0982887,0.2709446,0.14714335,0.12630267,-0.008826174,0.19653653,0.21529728,1.2737982,0.41792956,0.8050478,-0.118556276,0.009714289,0.13717483,0.12009747,-0.0001792551,0.156185,0.23405835,1.2883481,0.42702973,0.78825283,-0.09168616,0.2819412,1.2096955,-0.32152045,0.38730103,0.49634477,1.8558327,-0.33593202,-0.5347655,0.017478915,-0.34223312,0.4270475,0.5663407,0.45918906,0.52898514,-0.2760126,-0.30599642,-0.036763526,0.046386905,-0.3706566,-0.3519638,-0.08647774,-0.3153569,0.41053328,-0.9526615,0.490797,-0.86774135,-0.24528864,0.24567279,-0.3302535,0.24207057,-0.22507301,-0.15854041,0.006817451,0.39375025,-0.5981455,0.056426175,-0.13018972,-0.102991074,-1.012662,0.6925765,0.052517578,1.4686414,0.35551587,0.57777697,-0.06736715,0.1501266,-0.04436871,0.1363892,-0.3586415,-0.20420328,-0.12468402,0.18044929,-0.3384525,0.08509847,-0.010568141,1.6354789,-0.4972691,0.2204705,-0.38081518,0.77286494,-0.30142727,-0.32153612,-0.023108575,-0.0013257059,-0.08767269,0.12602057,-0.06539668,0.116721384,-0.36929485,-0.19934069,-0.08918073,0.14904588,-0.39757237,0.07607743,-0.14547083,1.5706457,-0.55195236,0.19748321,-0.4093983,0.73209804,-0.41929105,-0.43477577,0.32117662,62.89251,58.76148,-0.10749054,-0.23852158,0.13103104,0.16893381
2010,2009-11-22,193,False,69.0,19,39,7,18,24,27,3,25,11,8,0,14,23,2447,False,58.0,19,46,5,22,15,20,7,19,16,10,2,14,22,-1.1995975,-1.2732394,-0.6383685,-1.9963387,-0.9274899,1.2404675,1.2323433,-0.06541892,0.6482987,-0.19884758,-0.4312685,1.306825,0.38761917,-0.3764257,-0.14195007,-0.49790388,-0.22305335,-0.10763255,-0.7112787,-0.48297304,1.0796202,0.90308917,-0.009643129,-0.0601609,0.13213567,0.9650717,0.7304602,1.3305428,0.09515984,0.34294593,-0.06139522,0.6436435,-0.00040210065,-0.05333417,0.12751354,0.9514899,0.7293433,1.3341916,0.08436285,0.35338563,-1.9842933,-1.1368808,-1.187946,-0.6422524,-1.7266376,-0.6888011,-0.4096902,-0.40326664,-0.26748747,1.109393,-0.10857901,0.2240111,-0.38030124,0.21275918,-0.611782,-0.43184784,-0.04847373,0.25562984,0.5232706,0.13080502,-1.3750882,1.2389969,1.4861524,0.4276257,0.49537358,-0.39652306,0.89355785,-0.119005345,1.1018531,-0.19896382,-0.40657157,-0.26351613,1.1089369,0.43335265,0.5009691,-0.39727655,0.8866993,-0.11869268,1.1130408,-0.19965245,-0.3942797,-1.7200028,-0.10779654,-1.1795013,-0.0770758,-1.3094294,0.009427323,-0.6988397,-0.16146824,-2.3183305,0.017478915,-0.961874,1.6980894,0.44419742,1.7128079,0.4406899,0.23686971,-0.2022335,-0.6443988,1.0506647,-0.06004101,-0.17183809,-0.63522816,-0.07513979,1.4233724,0.5070594,0.117208414,0.35162005,0.26541436,-0.603918,0.29607964,-0.35531265,-0.36315513,-0.3116219,-0.48098668,0.045135736,-0.60814583,0.2729074,-0.6817369,-0.33374232,0.73495436,-1.1748669,-0.35648295,1.386065,-0.76828116,1.4429749,-0.49637857,0.26810524,-0.6198126,0.28603783,0.5847064,-0.18217556,-0.1513471,1.0584464,0.8079175,0.29385972,-0.009111994,1.4147308,0.28608206,-0.07438649,0.67197305,-0.06647664,0.23575638,-0.19778273,-0.6478415,1.0479901,-0.4941801,0.27643415,-0.61949897,0.29307464,0.5808065,-0.18511401,-0.15549071,1.0466857,0.8055471,0.2934987,-0.017450089,1.4248141,0.27684012,-0.08066624,0.6683364,-0.052723944,-0.15689728,-2.3193524,-3.1135142,68.77841,57.977287,-0.22158813,-0.022712708,-0.19887543,0.17240322
2026,2026-01-03,48,True,64.0,24,55,11,32,5,6,6,20,12,4,5,8,19,55,False,67.0,21,44,7,20,18,26,7,25,10,6,3,11,13,-0.3070761,-0.593195,0.14411801,-0.62919164,0.2834285,-0.30023137,-0.28427818,-0.15038437,0.33285508,-0.13705805,-0.0809928,0.9440016,0.8774139,-0.695989,-0.9625319,-1.1678504,0.33865118,0.05568537,-0.21842262,0.24458359,0.112574555,-0.7661861,0.04809609,0.051807106,-0.016153488,0.49771017,0.3152312,0.24255903,-0.9598523,-0.7934619,-0.17345026,0.2970159,0.039710484,0.050378554,-0.033203978,0.46049824,0.31611264,0.29872477,-0.9978755,-0.74833333,-0.5788466,-0.26868898,-0.19438171,-0.2532448,0.24141933,-0.031856924,-0.2990751,-0.27413768,0.50362736,-0.09305377,0.3154767,0.2787748,0.8297574,0.92518085,0.75822854,0.98929065,0.551218,0.84984976,0.06936418,0.08139542,-0.061835963,-0.32329106,-0.12675977,0.20365393,0.20795044,0.58880085,-0.03627791,0.4082963,-0.28040206,0.5010706,0.9358421,0.45288774,-0.069470555,0.18706623,0.19289616,0.553328,0.0022174222,0.40243194,-0.2199867,0.44140637,1.0195005,0.21356127,-0.10779654,-0.2904978,-0.56596506,-0.41641337,0.49634477,-0.060171653,-0.72124535,-0.2306616,0.23136443,0.12249755,0.017842619,-0.3410204,0.0075985948,-0.31594637,-0.69330597,0.2399376,0.38231614,0.109684624,-0.46607417,0.12783584,-0.38497305,0.13669755,0.012988863,1.0770437,-0.16411203,1.0812805,-1.3003772,0.09263578,-1.761339,0.09446951,-1.4789704,-0.30099866,-0.62442356,0.71060425,-0.02070735,0.07475519,-0.24573115,-0.075558886,0.25043878,0.11481233,0.41657126,-0.15095995,-0.5083523,-0.48750207,-0.18938816,0.15398587,-0.19133924,0.15851414,-0.7003404,0.36093146,0.47801873,0.22733125,-0.17807378,0.41604045,0.49402162,-0.052304182,-1.3486999,-0.20187978,-1.5501466,0.15071553,-0.65692735,0.19624469,0.32655555,0.10667373,-0.17776744,0.13924706,-0.17523097,0.14823475,-0.67448705,0.33032724,0.40301603,0.23319823,-0.1704861,0.41292912,0.47852233,0.016396742,-1.3187664,-0.2605922,-1.5899558,0.22977054,-0.6501017,-0.21900745,0.32117662,63.980892,66.7783,-0.019107819,-0.22170258,0.20259476,0.17374481
2025,2025-03-01,2514,True,69.0,26,63,4,20,13,20,11,24,10,8,7,13,17,2612,False,64.0,21,56,7,15,15,20,6,25,9,6,6,15,19,1.3664016,1.4469382,0.73098284,0.3172949,0.5861581,0.19336031,0.19305266,0.29717723,0.34184173,0.33052298,0.60608625,0.21459678,0.8435052,0.12442846,-0.17271191,0.36838156,0.6131856,0.09620081,0.92209715,0.8697818,-0.1336759,-0.32851037,0.36979064,0.3995622,0.15213835,0.16496082,-0.03557506,-0.2631771,0.29410928,-0.44169286,0.37966427,0.33279714,0.3920582,0.41689128,0.21456783,0.1395601,0.04834009,-0.21746773,0.35158214,-0.37718618,0.48183513,1.0335987,0.46799445,1.3027856,-0.15789667,0.40610588,-0.10163027,-0.05021978,0.05800409,0.07879081,-0.045708306,0.23336515,0.4669026,0.6005564,0.14447932,0.0002777809,0.98089564,0.13860957,-0.43665528,0.17806642,0.2633741,0.16879839,0.3501972,0.04056511,0.02969721,0.28510764,0.32399607,0.06406046,0.3869238,1.0428864,0.011523757,0.027300065,0.091946796,0.03355748,0.027903594,0.25876063,0.34042227,0.00031886128,0.37724203,1.0734776,0.041036703,-0.15279505,1.0614167,1.2096955,1.389592,1.0124122,-0.7209488,1.1107198,0.3945646,0.09331099,0.017478915,0.58722824,0.30536413,0.047093686,0.25411174,0.07659666,0.20449235,0.18954287,0.20498805,0.22572426,0.34590763,0.14291014,0.27744788,0.45485324,-0.2528319,0.4239205,0.1218822,0.85366386,-0.032989647,0.16266799,-0.14553146,-0.096322656,-0.6227111,0.84159744,0.40158084,0.40543756,0.51294833,-0.22421286,0.5770296,0.65972877,0.49374208,0.71434224,-0.27896497,0.038793307,-0.6318062,0.053777475,0.28365824,0.21049151,0.3230434,0.21825632,-0.18995966,0.2550954,-0.21744312,0.2906605,-0.10611443,0.022350008,-0.6211775,0.110047005,-0.8078826,0.8184054,-0.38024318,-0.24198195,0.31245777,0.21274528,0.18316537,0.22963771,0.31127483,0.21721706,0.34030005,0.22584333,-0.101155035,0.27000284,-0.25847277,0.28822666,0.044019427,0.024605902,-0.5715757,0.1280832,-0.78716874,0.8693098,-0.35390243,-0.18679078,0.5200484,0.19827907,0.32117662,69.01128,63.792572,0.011276245,-0.20742798,0.21870422,0.17415038
2025,2025-02-28,2885,True,61.0,21,63,5,23,14,17,13,23,7,3,2,6,17,261,False,71.0,23,50,7,22,18,27,6,29,14,4,7,11,14,1.5895319,-0.42318395,3.2740638,-1.3249719,0.5861581,0.06215738,0.07621274,-0.21054648,0.4463477,-0.119955644,0.3294532,0.15007535,0.5736248,-0.56759304,-0.7805721,-0.04565619,0.26824883,-0.72036695,-0.8726304,0.26920027,-0.32866976,0.08735453,0.06900532,0.040206987,-0.10058597,0.63182926,-0.20658448,-0.24074708,-0.21499293,-0.8425085,-0.11484518,0.48746046,0.12493569,0.08966586,-0.04986482,0.62180305,-0.17466389,-0.32854262,-0.18499327,-0.8571249,-1.3035778,1.1421226,1.2959647,0.5247704,0.52842754,0.40610588,-0.25335598,-0.10816569,0.012626549,-0.08001703,0.083836325,0.17022558,0.6317194,0.81855196,-0.52375555,-0.5816805,-0.21790712,0.33973798,-0.071595095,-0.056025084,0.58765304,-0.48702437,-0.73160195,-0.023333218,-0.019932754,0.30207288,0.19935381,0.27282894,-0.2810374,-0.11986629,-0.5201045,0.0663279,-0.1296604,-0.034332305,-0.03517177,0.37377608,0.15940456,0.33228463,-0.37619585,-0.05862092,-0.5479089,0.75203776,1.4511545,1.3763837,-2.5215223,0.47660264,3.4178493,2.068722,-1.5359207,-0.4729803,0.017478915,0.58722824,0.33580533,-0.11426459,0.19721024,-0.021319319,-0.20433167,-0.10043562,0.46449545,0.17611578,-0.19870874,-0.009435165,0.10213076,0.2748812,-0.45734403,0.4928673,-0.3141708,0.84437793,0.022222457,-0.6554279,-0.09690167,-0.80789334,0.16804709,-0.16659535,-0.12973748,0.35302296,-0.54632986,-0.44274038,-0.64533836,-0.5508638,-0.2628239,0.5416204,0.21866544,-0.49368796,0.82115996,-0.42906478,0.088181876,0.019556152,0.058699172,0.0073388815,-0.44536152,0.13882016,0.3323144,0.44584206,-0.50256586,0.0673857,0.08576361,-0.30862126,-0.06519517,-0.19198412,-0.21168299,-0.8083413,-0.17692646,-0.017323136,0.5527791,0.16492513,0.15050182,0.040476922,0.12019436,0.022300359,-0.48116764,0.20936255,0.36896393,0.4150379,-0.54079217,0.12099644,0.10928828,-0.41671738,-0.101423085,-0.13716403,-0.19740966,-0.83480114,-1.6930794,-0.31979403,0.32117662,61.153675,71.246185,0.15367508,0.2461853,-0.09251022,0.17586109
2012,2012-01-26,2083,True,67.0,23,45,5,11,16,23,3,23,12,1,6,9,18,44,False,61.0,20,53,6,16,15,18,7,24,10,2,4,10,19,-0.19551091,0.08684935,-0.44274685,0.5100977,3.007995,-0.60326517,-0.5195712,-0.06541892,-0.19775282,-0.0006060658,-0.22097963,-0.6119544,-0.9593168,0.06297411,-0.08482119,-0.3681606,0.40356517,0.27412328,-0.93717104,-0.32501665,-0.18129063,-0.06726213,-0.16703789,-0.19202405,0.29341438,0.16984545,0.31518123,0.11265538,0.061322927,0.21980421,-0.03979389,-0.20829596,-0.16986898,-0.19879004,0.32587853,0.16506681,0.34313402,0.11350088,0.08876328,0.30744627,0.6135029,0.27393088,0.46799445,-0.058740992,0.52842754,2.157957,-0.2626209,-0.19274299,-0.041321423,-0.08212598,-0.27767137,-0.12021668,0.28008515,-0.0063571804,0.51935697,0.3891093,-0.40993154,0.11745176,-0.04233941,-0.70143867,0.038085464,-0.3463161,-0.01386975,-0.040462285,-0.026263412,0.26000014,0.20357071,0.16210581,-0.10949251,-0.19755389,0.7379793,-0.03918813,-0.08674124,-0.050142977,-0.032576896,0.27268502,0.20500134,0.20146236,-0.093817435,-0.1872556,0.6105776,0.4890832,-1.6667477,0.042878482,-0.56596506,0.29799944,-0.47749013,-0.273061,-0.033185933,0.6478992,0.017478915,3.0657916,-0.3284654,-0.48684347,-0.32425445,-0.3975209,-0.013417764,-0.05971686,-0.07925184,-0.15428244,0.30158237,-0.17551757,-0.061726592,-0.18822312,-0.76028603,-0.17180365,-0.79367906,-0.53558016,-0.43972284,0.36792827,-0.44569412,0.2012926,0.08433324,-0.47229868,0.23559915,0.28334293,0.27650866,0.12429304,-0.12719205,-1.0104645,-0.2965949,-0.18048798,0.19850834,-0.32304016,-0.041822452,-0.04457802,-0.10287889,-0.10921012,-0.14154746,-0.11254167,-0.029003164,0.3103019,-0.07844023,0.21595393,0.103998154,0.26110643,0.20808609,-0.01092479,0.25512716,-0.09178126,-0.515427,0.5961732,0.0073880204,-0.045205053,-0.08322409,-0.16266176,-0.09429559,-0.116842285,-0.140269,-0.119988464,-0.013697642,0.33462262,-0.08430436,0.21435036,0.08440738,0.3000581,0.192337,-0.00037025101,0.26804602,-0.070442915,-0.32104903,0.56442225,0.084590055,0.6897771,0.32117662,66.952225,61.187622,-0.04777527,0.18762207,-0.23539734,0.1759701
